trip_id,driver_id,customer_id,pickup_datetime,dropoff_datetime,pickup_location_id,dropoff_location_id,city,distance_km,duration_minutes,vehicle_type,fare_amount,tip_amount,surge_multiplier,payment_type,status,hour_of_day,day_of_week,month_name,month_num,year,is_weekend,time_of_day
T007845,D0112,C01474,2024-03-31 16:06:11,2024-03-31 16:21:11,L011,L012,Los Angeles,7.78,15.0,Economy,11.84,2.21,1.0,Card,Completed,16,Sunday,March,3,2024,Yes,Afternoon
T007846,D0101,C02239,2024-04-26 23:30:04,2024-04-26 23:52:22,L016,L018,Chicago,0,0,SUV,0,0,0,Card,Cancelled,23,Friday,April,4,2024,No,Night
T007847,D0232,C01103,2023-12-10 22:00:00,2023-12-10 22:23:24,L005,L007,New York,9.98,23.4,Economy,14.48,2.05,1.0,Card,Completed,22,Sunday,December,12,2023,Yes,Night
T007848,D0470,C02478,2024-08-16 12:26:21,2024-08-16 12:48:09,L013,L010,Los Angeles,10.19,21.8,Economy,14.73,0,1.0,Wallet,Completed,12,Friday,August,8,2024,No,Afternoon
T007849,D0216,C02228,2023-06-08 09:36:35,2023-06-08 10:17:35,L029,L026,Phoenix,13.51,41.0,Economy,18.71,2.67,1.0,Card,Completed,9,Thursday,June,6,2023,No,Morning
T007850,D0146,C01683,2023-12-06 15:59:55,2023-12-06 16:30:55,L010,L012,Los Angeles,13.98,31.0,Premium,39.95,7.35,1.0,Card,Completed,15,Wednesday,December,12,2023,No,Afternoon
T007851,D0258,C02502,2023-09-23 23:27:37,2023-09-23 23:50:43,L005,L003,New York,11.75,23.1,Economy,16.6,0,1.0,Wallet,Completed,23,Saturday,September,9,2023,Yes,Night
T007852,D0293,C02036,2023-07-20 07:07:20,2023-07-20 07:56:26,L004,L001,New York,15.3,49.1,XL,37.25,2.98,1.2,Wallet,Completed,7,Thursday,July,7,2023,No,Morning
T007853,D0094,C00837,2023-01-21 18:30:44,2023-01-21 19:23:50,L026,L029,Phoenix,17.07,53.1,XL,34.23,0,1.0,Card,Completed,18,Saturday,January,1,2023,Yes,Evening
T007854,D0211,C00611,2023-04-01 18:25:22,2023-04-01 18:49:40,L013,L009,Los Angeles,7.49,24.3,Premium,35.59,8.74,1.5,Corporate,Completed,18,Saturday,April,4,2023,Yes,Evening
T007855,D0299,C00289,2023-10-04 17:29:23,2023-10-04 17:46:11,L009,L011,Los Angeles,5.3,16.8,Economy,8.86,1.55,1.0,Wallet,Completed,17,Wednesday,October,10,2023,No,Evening
T007856,D0056,C01904,2024-05-03 03:37:38,2024-05-03 03:52:20,L019,L017,Chicago,8.8,14.7,Economy,13.06,1.17,1.0,Wallet,Completed,3,Friday,May,5,2024,No,Night
T007857,D0125,C02784,2024-04-30 18:48:31,2024-04-30 19:14:31,L015,L014,Chicago,8.83,26.0,Economy,13.1,0.93,1.0,Corporate,Completed,18,Tuesday,April,4,2024,No,Evening
T007858,D0249,C02302,2023-08-29 08:43:46,2023-08-29 08:59:10,L005,L001,New York,4.8,15.4,Economy,12.39,2.09,1.5,Card,Completed,8,Tuesday,August,8,2023,No,Morning
T007859,D0443,C00879,2023-02-05 09:54:49,2023-02-05 10:04:31,L017,L019,Chicago,3.08,9.7,Bike,2.85,0,1.0,Card,Completed,9,Sunday,February,2,2023,Yes,Morning
T007860,D0329,C00103,2023-11-07 11:26:07,2023-11-07 11:40:01,L016,L014,Chicago,5.97,13.9,SUV,15.94,1.46,1.0,Card,Completed,11,Tuesday,November,11,2023,No,Morning
T007861,D0262,C02890,2023-12-18 07:02:01,2023-12-18 07:43:13,L025,L023,Houston,13.14,41.2,Economy,21.92,1.24,1.2,Wallet,Completed,7,Monday,December,12,2023,No,Morning
T007862,D0215,C00345,2023-02-01 20:53:13,2023-02-01 21:05:55,L009,L011,Los Angeles,7.24,12.7,Economy,11.19,1.08,1.0,Card,Completed,20,Wednesday,February,2,2023,No,Evening
T007863,D0037,C02638,2023-04-01 17:19:36,2023-04-01 18:04:54,L027,L026,Phoenix,14.76,45.3,Premium,62.85,14.09,1.5,Corporate,Completed,17,Saturday,April,4,2023,Yes,Evening
T007864,D0401,C02421,2023-06-01 20:01:44,2023-06-01 20:24:02,L014,L018,Chicago,10.31,22.3,Economy,14.87,3.47,1.0,Card,Completed,20,Thursday,June,6,2023,No,Evening
T007865,D0195,C01050,2023-11-30 08:00:32,2023-11-30 08:25:38,L020,L021,Houston,7.6,25.1,Economy,20.92,3.13,1.8,Card,Completed,8,Thursday,November,11,2023,No,Morning
T007866,D0179,C02131,2024-03-31 02:40:35,2024-03-31 02:42:35,L016,L017,Chicago,0.5,2,Bike,1.3,0,1.0,Cash,Completed,2,Sunday,March,3,2024,Yes,Night
T007867,D0319,C00241,2023-02-16 08:19:49,2023-02-16 08:57:31,L024,L023,Houston,12.44,37.7,Premium,72.2,0,2.0,Wallet,Completed,8,Thursday,February,2,2023,No,Morning
T007868,D0486,C02932,2023-01-18 22:16:59,2023-01-18 22:36:53,L015,L019,Chicago,9.7,19.9,Economy,14.14,1.13,1.0,Wallet,Completed,22,Wednesday,January,1,2023,No,Night
T007869,D0301,C02923,2023-04-17 11:25:30,2023-04-17 11:36:24,L030,L026,Phoenix,5.28,10.9,Economy,8.84,2.11,1.0,Wallet,Completed,11,Monday,April,4,2023,No,Morning
T007870,D0270,C00138,2023-02-26 09:31:35,2023-02-26 09:55:11,L030,L031,Phoenix,7.47,23.6,Economy,20.64,0,1.8,Card,Completed,9,Sunday,February,2,2023,Yes,Morning
T007871,D0080,C02309,2023-01-21 13:37:46,2023-01-21 14:00:34,L021,L024,Houston,10.81,22.8,SUV,25.62,0,1.0,Corporate,Completed,13,Saturday,January,1,2023,Yes,Afternoon
T007872,D0224,C01316,2023-01-08 14:13:15,2023-01-08 14:39:57,L014,L019,Chicago,14.72,26.7,SUV,33.44,0,1.0,Cash,Completed,14,Sunday,January,1,2023,Yes,Afternoon
T007873,D0171,C00324,2023-12-22 08:08:14,2023-12-22 08:26:14,L025,L020,Houston,5.89,18.0,Economy,14.35,1.05,1.5,Wallet,Completed,8,Friday,December,12,2023,No,Morning
T007874,D0026,C01089,2023-01-26 17:13:11,2023-01-26 17:40:23,L015,L017,Chicago,8.92,27.2,Economy,13.2,0,1.0,Cash,Completed,17,Thursday,January,1,2023,No,Evening
T007875,D0422,C02390,2023-02-06 07:03:05,2023-02-06 07:41:53,L020,L022,Houston,12.52,38.8,Premium,65.34,0,1.8,Cash,Completed,7,Monday,February,2,2023,No,Morning
T007876,D0399,C02924,2024-01-08 09:51:02,2024-01-08 10:51:32,L003,L002,New York,19.48,60.5,SUV,64.44,0,1.5,Cash,Completed,9,Monday,January,1,2024,No,Morning
T007877,D0495,C01709,2023-07-14 07:53:16,2023-07-14 08:39:04,L027,L030,Phoenix,15.23,45.8,Economy,20.78,1.15,1.0,Card,Completed,7,Friday,July,7,2023,No,Morning
T007878,D0162,C01063,2024-03-07 07:47:37,2024-03-07 08:11:31,L019,L014,Chicago,7.86,23.9,Economy,14.32,2.83,1.2,Card,Completed,7,Thursday,March,3,2024,No,Morning
T007879,D0263,C01916,2023-02-23 14:25:23,2023-02-23 14:37:05,L010,L011,Los Angeles,0,0,Economy,0,0,0,Card,Cancelled,14,Thursday,February,2,2023,No,Afternoon
T007880,D0373,C02405,2023-11-14 17:04:26,2023-11-14 17:55:08,L021,L025,Houston,16.97,50.7,Premium,56.91,6.28,1.2,Card,Completed,17,Tuesday,November,11,2023,No,Evening
T007881,D0354,C01912,2024-06-14 16:02:57,2024-06-14 16:22:39,L020,L022,Houston,9.65,19.7,Economy,14.08,0,1.0,Card,Completed,16,Friday,June,6,2024,No,Afternoon
T007882,D0317,C00940,2024-08-11 07:39:20,2024-08-11 08:10:14,L001,L003,New York,10.63,30.9,Economy,15.26,3.02,1.0,Card,Completed,7,Sunday,August,8,2024,Yes,Morning
T007883,D0063,C01546,2024-03-31 18:54:12,2024-03-31 19:31:18,L030,L031,Phoenix,12.57,37.1,Premium,36.42,6.89,1.0,Wallet,Completed,18,Sunday,March,3,2024,Yes,Evening
T007884,D0320,C01104,2023-10-23 18:28:47,2023-10-23 18:49:41,L001,L005,New York,7.53,20.9,Economy,17.3,2.95,1.5,Wallet,Completed,18,Monday,October,10,2023,No,Evening
T007885,D0499,C02264,2023-11-13 20:33:31,2023-11-13 20:45:07,L023,L024,Houston,7.01,11.6,Premium,22.52,2.86,1.0,Card,Completed,20,Monday,November,11,2023,No,Evening
T007886,D0149,C00168,2023-11-04 12:37:28,2023-11-04 12:57:52,L011,L010,Los Angeles,8.82,20.4,Premium,27.05,0,1.0,Cash,Completed,12,Saturday,November,11,2023,Yes,Afternoon
T007887,D0337,C01375,2023-06-24 15:24:26,2023-06-24 15:29:26,L012,L008,Los Angeles,3.38,5.0,Bike,3.03,0,1.0,Cash,Completed,15,Saturday,June,6,2023,Yes,Afternoon
T007888,D0373,C01597,2024-08-09 18:40:42,2024-08-09 19:07:12,L020,L024,Houston,0,0,Premium,0,0,0,Card,Cancelled,18,Friday,August,8,2024,No,Evening
T007889,D0070,C01374,2023-01-07 12:45:53,2023-01-07 13:18:05,L003,L007,New York,17.04,32.2,SUV,38.08,7.34,1.0,Card,Completed,12,Saturday,January,1,2023,Yes,Afternoon
T007890,D0117,C02795,2024-05-08 19:19:13,2024-05-08 20:05:19,L026,L029,Phoenix,14.94,46.1,SUV,40.66,2.67,1.2,Wallet,Completed,19,Wednesday,May,5,2024,No,Evening
T007891,D0241,C01601,2023-04-14 07:03:44,2023-04-14 08:03:50,L013,L010,Los Angeles,20.16,60.1,XL,39.79,2.65,1.0,Wallet,Completed,7,Friday,April,4,2023,No,Morning
T007892,D0389,C02059,2023-05-15 15:46:52,2023-05-15 15:50:16,L013,L008,Los Angeles,3.78,3.4,Economy,7.04,0.83,1.0,Card,Completed,15,Monday,May,5,2023,No,Afternoon
T007893,D0003,C00054,2024-05-05 12:00:56,2024-05-05 12:16:32,L027,L028,Phoenix,7.53,15.6,Economy,11.54,1.15,1.0,Card,Completed,12,Sunday,May,5,2024,Yes,Afternoon
T007894,D0244,C01384,2023-12-19 01:46:49,2023-12-19 01:59:49,L008,L013,Los Angeles,5.9,13.0,Economy,9.58,1.89,1.0,Card,Completed,1,Tuesday,December,12,2023,No,Night
T007895,D0408,C02161,2024-04-18 11:31:55,2024-04-18 11:47:13,L019,L018,Chicago,8.53,15.3,Premium,26.32,0,1.0,Cash,Completed,11,Thursday,April,4,2024,No,Morning
T007896,D0389,C00934,2023-02-08 08:25:53,2023-02-08 09:02:23,L011,L010,Los Angeles,11.62,36.5,Economy,24.67,0,1.5,Card,Completed,8,Wednesday,February,2,2023,No,Morning
T007897,D0147,C02774,2023-07-01 22:06:14,2023-07-01 22:11:26,L021,L023,Houston,3.14,5.2,Bike,2.88,0.26,1.0,Card,Completed,22,Saturday,July,7,2023,Yes,Night
T007898,D0047,C02957,2024-02-27 09:49:23,2024-02-27 10:25:59,L009,L013,Los Angeles,12.64,36.6,Premium,36.6,0,1.0,Card,Completed,9,Tuesday,February,2,2024,No,Morning
T007899,D0117,C01274,2024-04-10 19:10:43,2024-04-10 19:58:31,L026,L030,Phoenix,17.06,47.8,SUV,45.74,8.48,1.2,Card,Completed,19,Wednesday,April,4,2024,No,Evening
T007900,D0389,C02878,2023-12-17 19:41:28,2023-12-17 20:06:10,L008,L012,Los Angeles,8.24,24.7,Economy,22.3,2.19,1.8,Wallet,Completed,19,Sunday,December,12,2023,Yes,Evening
T007901,D0300,C02848,2024-03-14 07:33:33,2024-03-14 08:10:57,L015,L016,Chicago,11.86,37.4,SUV,27.72,3.06,1.0,Card,Completed,7,Thursday,March,3,2024,No,Morning
T007902,D0347,C02265,2023-12-10 16:59:26,2023-12-10 17:34:44,L025,L021,Houston,17.91,35.3,SUV,39.82,8.83,1.0,Corporate,Completed,16,Sunday,December,12,2023,Yes,Afternoon
T007903,D0348,C00212,2024-06-01 10:15:12,2024-06-01 10:47:18,L020,L022,Houston,16.26,32.1,Premium,45.65,4.7,1.0,Card,Completed,10,Saturday,June,6,2024,Yes,Morning
T007904,D0402,C01894,2024-11-19 12:41:39,2024-11-19 12:57:09,L029,L030,Phoenix,7.76,15.5,Economy,11.81,0,1.0,Card,Completed,12,Tuesday,November,11,2024,No,Afternoon
T007905,D0441,C00718,2023-07-12 16:36:56,2023-07-12 16:56:56,L008,L009,Los Angeles,8.65,20.0,Economy,12.88,2.76,1.0,Card,Completed,16,Wednesday,July,7,2023,No,Afternoon
T007906,D0391,C01453,2024-02-24 18:19:07,2024-02-24 18:53:43,L030,L029,Phoenix,10.66,34.6,Premium,31.65,0,1.0,Cash,Completed,18,Saturday,February,2,2024,Yes,Evening
T007907,D0146,C02286,2023-09-22 10:27:35,2023-09-22 10:38:41,L011,L009,Los Angeles,5.13,11.1,Premium,17.82,1.65,1.0,Wallet,Completed,10,Friday,September,9,2023,No,Morning
T007908,D0125,C01811,2023-06-27 17:12:55,2023-06-27 17:39:49,L019,L015,Chicago,0,0,Economy,0,0,0,Card,Cancelled,17,Tuesday,June,6,2023,No,Evening
T007909,D0070,C00010,2024-02-17 00:25:42,2024-02-17 00:40:24,L001,L005,New York,7.74,14.7,SUV,19.48,0,1.0,Card,Completed,0,Saturday,February,2,2024,Yes,Night
T007910,D0207,C01203,2023-08-09 17:55:21,2023-08-09 18:36:51,L017,L014,Chicago,0,0,Premium,0,0,0,Card,Cancelled,17,Wednesday,August,8,2023,No,Evening
T007911,D0395,C00248,2023-08-08 14:29:28,2023-08-08 14:42:46,L028,L029,Phoenix,8.14,13.3,Premium,25.35,2.41,1.0,Card,Completed,14,Tuesday,August,8,2023,No,Afternoon
T007912,D0496,C01307,2024-07-08 10:49:16,2024-07-08 11:06:58,L009,L008,Los Angeles,9.76,17.7,Economy,14.21,2.06,1.0,Card,Completed,10,Monday,July,7,2024,No,Morning
T007913,D0453,C02568,2023-03-10 14:10:44,2023-03-10 14:40:20,L023,L022,Houston,15.47,29.6,Premium,43.68,9.97,1.0,Card,Completed,14,Friday,March,3,2023,No,Afternoon
T007914,D0490,C02604,2024-06-30 08:40:17,2024-06-30 09:24:35,L026,L031,Phoenix,16.7,44.3,XL,33.56,3.61,1.0,Card,Completed,8,Sunday,June,6,2024,Yes,Morning
T007915,D0009,C01137,2024-08-11 13:37:12,2024-08-11 13:54:06,L007,L004,New York,6.44,16.9,Economy,10.23,1.72,1.0,Card,Completed,13,Sunday,August,8,2024,Yes,Afternoon
T007916,D0269,C02203,2023-04-04 21:27:59,2023-04-04 21:44:47,L023,L024,Houston,8.05,16.8,Premium,25.12,0,1.0,Cash,Completed,21,Tuesday,April,4,2023,No,Night
T007917,D0360,C01769,2024-09-04 15:40:39,2024-09-04 16:16:27,L027,L028,Phoenix,17.31,35.8,XL,34.66,8.36,1.0,Corporate,Completed,15,Wednesday,September,9,2024,No,Afternoon
T007918,D0041,C02213,2024-03-13 08:38:16,2024-03-13 09:16:40,L018,L019,Chicago,12.33,38.4,Economy,31.13,0,1.8,Cash,Completed,8,Wednesday,March,3,2024,No,Morning
T007919,D0081,C00384,2024-01-30 18:03:43,2024-01-30 18:44:25,L023,L021,Houston,13.56,40.7,Premium,58.35,10.65,1.5,Card,Completed,18,Tuesday,January,1,2024,No,Evening
T007920,D0313,C01365,2023-10-15 17:35:23,2023-10-15 18:32:29,L003,L001,New York,17.77,57.1,XL,53.23,13.18,1.5,Corporate,Completed,17,Sunday,October,10,2023,Yes,Evening
T007921,D0353,C01174,2024-10-31 07:54:33,2024-10-31 08:22:27,L014,L015,Chicago,9.55,27.9,Premium,57.75,4.03,2.0,Wallet,Completed,7,Thursday,October,10,2024,No,Morning
T007922,D0238,C00968,2023-02-07 16:45:38,2023-02-07 16:59:26,L011,L013,Los Angeles,6.73,13.8,Economy,10.58,0,1.0,Card,Completed,16,Tuesday,February,2,2023,No,Afternoon
T007923,D0290,C02479,2024-05-22 13:10:27,2024-05-22 13:37:33,L010,L008,Los Angeles,13.33,27.1,Economy,18.5,0,1.0,Card,Completed,13,Wednesday,May,5,2024,No,Afternoon
T007924,D0198,C02786,2024-05-07 00:21:04,2024-05-07 00:23:04,L003,L002,New York,1.23,2,Economy,3.98,0.36,1.0,Card,Completed,0,Tuesday,May,5,2024,No,Night
T007925,D0239,C01860,2024-07-08 18:49:32,2024-07-08 19:11:20,L002,L004,New York,6.97,21.8,Economy,19.56,0,1.8,Card,Completed,18,Monday,July,7,2024,No,Evening
T007926,D0249,C02685,2023-03-27 17:18:21,2023-03-27 17:37:45,L002,L006,New York,7.04,19.4,Economy,13.14,3.03,1.2,Card,Completed,17,Monday,March,3,2023,No,Evening
T007927,D0235,C01434,2023-10-09 12:15:29,2023-10-09 12:24:29,L012,L011,Los Angeles,5.1,9.0,Bike,4.06,0,1.0,Cash,Completed,12,Monday,October,10,2023,No,Afternoon
T007928,D0095,C01021,2023-05-09 19:24:09,2023-05-09 19:47:21,L025,L020,Houston,6.93,23.2,Economy,10.82,1.12,1.0,Wallet,Completed,19,Tuesday,May,5,2023,No,Evening
T007929,D0070,C01331,2023-06-01 17:52:40,2023-06-01 18:28:46,L007,L001,New York,12.72,36.1,SUV,44.16,7.98,1.5,Corporate,Completed,17,Thursday,June,6,2023,No,Evening
T007930,D0463,C01321,2024-12-06 08:28:33,2024-12-06 09:04:27,L026,L030,Phoenix,12.38,35.9,Premium,35.95,7.17,1.0,Corporate,Completed,8,Friday,December,12,2024,No,Morning
T007931,D0304,C00107,2023-04-07 12:32:52,2023-04-07 12:56:58,L007,L005,New York,12.25,24.1,Economy,17.2,2.38,1.0,Card,Completed,12,Friday,April,4,2023,No,Afternoon
T007932,D0285,C01213,2024-08-19 18:42:34,2024-08-19 19:50:46,L021,L020,Houston,22.72,68.2,XL,53.28,9.6,1.2,Card,Completed,18,Monday,August,8,2024,No,Evening
T007933,D0311,C00415,2023-06-28 22:39:06,2023-06-28 23:00:48,L007,L002,New York,11.27,21.7,Premium,33.17,3.99,1.0,Card,Completed,22,Wednesday,June,6,2023,No,Night
T007934,D0398,C02395,2024-11-10 06:43:56,2024-11-10 07:22:44,L004,L005,New York,21.08,38.8,XL,41.44,0,1.0,Cash,Completed,6,Sunday,November,11,2024,Yes,Morning
T007935,D0157,C01506,2023-06-27 11:03:10,2023-06-27 11:29:04,L006,L001,New York,13.6,25.9,Economy,18.82,0,1.0,Cash,Completed,11,Tuesday,June,6,2023,No,Morning
T007936,D0083,C01144,2024-11-13 18:25:46,2024-11-13 19:14:46,L017,L019,Chicago,0,0,Economy,0,0,0,Card,Cancelled,18,Wednesday,November,11,2024,No,Evening
T007937,D0222,C00918,2023-11-28 18:25:35,2023-11-28 18:33:35,L025,L021,Houston,2.36,8.0,Economy,10.66,2.61,2.0,Card,Completed,18,Tuesday,November,11,2023,No,Evening
T007938,D0331,C00581,2023-11-05 15:51:30,2023-11-05 16:33:06,L008,L010,Los Angeles,20.16,41.6,XL,39.79,0,1.0,Cash,Completed,15,Sunday,November,11,2023,Yes,Afternoon
T007939,D0432,C00479,2023-06-01 17:53:14,2023-06-01 18:12:32,L001,L007,New York,5.46,19.3,Economy,10.86,0,1.2,Cash,Completed,17,Thursday,June,6,2023,No,Evening
T007940,D0364,C02682,2024-05-16 13:02:53,2024-05-16 13:21:17,L015,L017,Chicago,9.36,18.4,Premium,28.4,0,1.0,Cash,Completed,13,Thursday,May,5,2024,No,Afternoon
T007941,D0192,C01343,2024-10-15 08:30:03,2024-10-15 09:15:51,L007,L002,New York,14.94,45.8,Economy,20.43,2.45,1.0,Corporate,Completed,8,Tuesday,October,10,2024,No,Morning
T007942,D0432,C00991,2024-08-30 18:55:20,2024-08-30 19:14:44,L007,L003,New York,7.02,19.4,Economy,16.39,0,1.5,Card,Completed,18,Friday,August,8,2024,No,Evening
T007943,D0160,C01650,2024-01-16 07:56:40,2024-01-16 09:04:52,L010,L013,Los Angeles,22.04,68.2,XL,43.17,0,1.0,Card,Completed,7,Tuesday,January,1,2024,No,Morning
T007944,D0085,C01121,2023-07-02 19:05:57,2023-07-02 19:36:39,L005,L002,New York,9.8,30.7,Economy,14.26,1.97,1.0,Card,Completed,19,Sunday,July,7,2023,Yes,Evening
T007945,D0371,C01978,2024-12-08 21:03:27,2024-12-08 21:36:57,L023,L025,Houston,17.87,33.5,SUV,39.74,0,1.0,Card,Completed,21,Sunday,December,12,2024,Yes,Night
T007946,D0324,C02955,2024-07-15 16:16:57,2024-07-15 16:27:45,L031,L030,Phoenix,4.24,10.8,Bike,3.54,0.67,1.0,Card,Completed,16,Monday,July,7,2024,No,Afternoon
T007947,D0462,C01333,2023-09-11 18:38:19,2023-09-11 18:52:07,L029,L031,Phoenix,4.18,13.8,Economy,11.27,0,1.5,Card,Completed,18,Monday,September,9,2023,No,Evening
T007948,D0040,C00044,2023-07-25 13:28:08,2023-07-25 13:57:56,L005,L002,New York,13.84,29.8,SUV,31.68,5.71,1.0,Card,Completed,13,Tuesday,July,7,2023,No,Afternoon
T007949,D0399,C02179,2023-07-04 10:33:14,2023-07-04 10:48:56,L006,L007,New York,8.31,15.7,SUV,20.62,5.08,1.0,Corporate,Completed,10,Tuesday,July,7,2023,No,Morning
T007950,D0418,C02126,2023-02-24 11:13:29,2023-02-24 11:22:59,L029,L027,Phoenix,4.42,9.5,Economy,7.8,0,1.0,Cash,Completed,11,Friday,February,2,2023,No,Morning
T007951,D0144,C01516,2023-08-16 08:03:24,2023-08-16 08:07:48,L028,L026,Phoenix,0.93,4.4,Bike,1.87,0.15,1.2,Card,Completed,8,Wednesday,August,8,2023,No,Morning
T007952,D0225,C02827,2023-05-21 03:34:04,2023-05-21 04:14:52,L022,L023,Houston,18.81,40.8,Economy,25.07,4.62,1.0,Wallet,Completed,3,Sunday,May,5,2023,Yes,Night
T007953,D0149,C00530,2023-08-11 20:22:51,2023-08-11 20:58:03,L011,L009,Los Angeles,17.37,35.2,Premium,48.43,0,1.0,Corporate,Completed,20,Friday,August,8,2023,No,Evening
T007954,D0126,C02221,2023-10-22 19:08:32,2023-10-22 19:52:26,L011,L013,Los Angeles,14.49,43.9,Premium,41.23,9.39,1.0,Wallet,Completed,19,Sunday,October,10,2023,Yes,Evening
T007955,D0025,C01024,2024-05-18 00:55:53,2024-05-18 01:10:29,L016,L019,Chicago,0,0,Economy,0,0,0,Corporate,Cancelled,0,Saturday,May,5,2024,Yes,Night
T007956,D0264,C00633,2024-10-26 12:45:34,2024-10-26 13:19:40,L024,L021,Houston,16.52,34.1,Premium,46.3,7.96,1.0,Wallet,Completed,12,Saturday,October,10,2024,Yes,Afternoon
T007957,D0094,C01003,2023-05-12 04:07:30,2023-05-12 04:57:12,L029,L028,Phoenix,0,0,XL,0,0,0,Cash,Cancelled,4,Friday,May,5,2023,No,Night
T007958,D0465,C02774,2024-04-25 14:08:59,2024-04-25 14:46:11,L029,L030,Phoenix,20.54,37.2,XL,40.47,0,1.0,Card,Completed,14,Thursday,April,4,2024,No,Afternoon
T007959,D0374,C02535,2024-11-12 20:26:06,2024-11-12 20:34:54,L012,L013,Los Angeles,0,0,Economy,0,0,0,Card,Cancelled,20,Tuesday,November,11,2024,No,Evening
T007960,D0324,C02190,2024-11-30 13:08:25,2024-11-30 13:10:25,L027,L026,Phoenix,1.31,2,Bike,1.79,0,1.0,Cash,Completed,13,Saturday,November,11,2024,Yes,Afternoon
T007961,D0047,C00297,2024-09-15 19:30:13,2024-09-15 20:12:43,L010,L009,Los Angeles,13.49,42.5,Premium,38.73,0,1.0,Cash,Completed,19,Sunday,September,9,2024,Yes,Evening
T007962,D0436,C00677,2023-02-17 13:10:35,2023-02-17 13:29:29,L001,L006,New York,10.01,18.9,Economy,14.51,0,1.0,Wallet,Completed,13,Friday,February,2,2023,No,Afternoon
T007963,D0115,C01875,2023-03-05 18:37:03,2023-03-05 19:02:57,L012,L008,Los Angeles,8.65,25.9,Economy,12.88,0,1.0,Card,Completed,18,Sunday,March,3,2023,Yes,Evening
T007964,D0057,C00769,2024-06-29 14:33:56,2024-06-29 15:00:26,L016,L015,Chicago,12.39,26.5,Premium,35.98,4.17,1.0,Card,Completed,14,Saturday,June,6,2024,Yes,Afternoon
T007965,D0136,C00884,2023-07-22 17:27:29,2023-07-22 18:21:05,L003,L005,New York,19.33,53.6,XL,57.44,7.34,1.5,Card,Completed,17,Saturday,July,7,2023,Yes,Evening
T007966,D0309,C00058,2023-04-16 07:35:42,2023-04-16 08:01:00,L005,L002,New York,9.66,25.3,Economy,28.18,6.37,2.0,Card,Completed,7,Sunday,April,4,2023,Yes,Morning
T007967,D0298,C02519,2023-07-12 21:42:51,2023-07-12 22:22:57,L025,L022,Houston,21.1,40.1,XL,41.48,9.09,1.0,Card,Completed,21,Wednesday,July,7,2023,No,Night
T007968,D0329,C01989,2023-08-02 07:04:48,2023-08-02 08:04:00,L015,L016,Chicago,19.33,59.2,SUV,51.19,10.18,1.2,Wallet,Completed,7,Wednesday,August,8,2023,No,Morning
T007969,D0184,C01091,2024-06-28 18:13:54,2024-06-28 18:37:30,L024,L023,Houston,6.69,23.6,Economy,12.63,0,1.2,Card,Completed,18,Friday,June,6,2024,No,Evening
T007970,D0488,C00731,2023-03-25 08:10:00,2023-03-25 08:30:48,L012,L013,Los Angeles,6.8,20.8,Economy,10.66,1.43,1.0,Card,Completed,8,Saturday,March,3,2023,Yes,Morning
T007971,D0039,C00909,2024-06-02 15:28:55,2024-06-02 15:49:07,L006,L002,New York,10.38,20.2,Premium,30.95,0,1.0,Card,Completed,15,Sunday,June,6,2024,Yes,Afternoon
T007972,D0468,C02226,2023-11-06 08:40:17,2023-11-06 08:50:59,L015,L019,Chicago,4.29,10.7,Economy,9.18,1.28,1.2,Card,Completed,8,Monday,November,11,2023,No,Morning
T007973,D0004,C01703,2023-06-10 13:52:51,2023-06-10 14:19:09,L015,L016,Chicago,0,0,SUV,0,0,0,Card,Cancelled,13,Saturday,June,6,2023,Yes,Afternoon
T007974,D0302,C01463,2024-11-24 19:43:22,2024-11-24 19:48:34,L011,L010,Los Angeles,1.24,5.2,Economy,4.79,1.19,1.2,Wallet,Completed,19,Sunday,November,11,2024,Yes,Evening
T007975,D0324,C00812,2024-10-28 19:19:46,2024-10-28 19:21:46,L028,L027,Phoenix,0.5,2,Bike,1.95,0.21,1.5,Wallet,Completed,19,Monday,October,10,2024,No,Evening
T007976,D0395,C02032,2023-01-24 08:27:18,2023-01-24 08:47:18,L029,L028,Phoenix,6.67,20.0,Premium,32.51,0,1.5,Card,Completed,8,Tuesday,January,1,2023,No,Morning
T007977,D0392,C02489,2023-10-23 06:40:31,2023-10-23 07:21:19,L003,L005,New York,20.16,40.8,XL,39.79,0,1.0,Card,Completed,6,Monday,October,10,2023,No,Morning
T007978,D0194,C02163,2024-02-05 17:11:08,2024-02-05 18:00:20,L014,L018,Chicago,17.01,49.2,XL,61.41,12.73,1.8,Card,Completed,17,Monday,February,2,2024,No,Evening
T007979,D0132,C01611,2023-03-07 21:59:09,2023-03-07 22:09:21,L014,L018,Chicago,5.13,10.2,Economy,8.66,1.82,1.0,Card,Completed,21,Tuesday,March,3,2023,No,Night
T007980,D0284,C02937,2023-12-08 19:33:47,2023-12-08 20:07:29,L009,L013,Los Angeles,11.23,33.7,Premium,49.61,3.06,1.5,Wallet,Completed,19,Friday,December,12,2023,No,Evening
T007981,D0053,C01756,2024-07-07 13:47:09,2024-07-07 14:20:21,L010,L012,Los Angeles,17.35,33.2,XL,34.73,0,1.0,Cash,Completed,13,Sunday,July,7,2024,Yes,Afternoon
T007982,D0044,C02643,2023-04-01 20:01:51,2023-04-01 20:46:39,L015,L019,Chicago,22.88,44.8,XL,44.68,0,1.0,Card,Completed,20,Saturday,April,4,2023,Yes,Evening
